"CASE";"OFFENSE";"OFFENSE DESCRIPTION";"REPORT DATE";"OCC DATE";"DAY OF WEEK";"LOCATION";"Location 1"
"SL201212305";"2404-0";"STOLEN VEHICLE";"2012-01-22 00:37:00";"2012-01-22 00:37:00";"1";"100 S 400 E Salt lake City Utah  (40.76708200000047, -111.87965397699969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201221284";"2499-17";"STOLEN VEHICLE";"2012-02-06 20:25:00";"2012-02-01 23:00:00";"4";"700 N TERMINAL NORTHBOUND DR Salt lake City Utah  (40.66726905100046, -111.92357267799969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201278323";"2499-13";"STOLEN VEHICLE";"2012-05-10 19:32:00";"2012-05-10 19:32:00";"5";"1600 W BUNBURY LN Salt lake City Utah  (40.75514024500046, -111.9365168549997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012207488";"2499-13";"STOLEN VEHICLE";"2012-12-03 05:52:00";"2012-12-02 22:00:00";"1";"1200 N REDWOOD RD Salt lake City Utah  (40.79498040800047, -111.93919375499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012182339";"2499-13";"STOLEN VEHICLE";"2012-10-18 08:22:00";"2012-10-18 06:40:00";"5";"1800 E KENSINGTON AVE Salt lake City Utah  (40.736424585000464, -111.83940896499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012144097";"2499-13";"STOLEN VEHICLE";"2012-08-18 09:02:00";"2012-08-18 09:02:00";"7";"300 E ROOSEVELT AVE Salt lake City Utah  (40.737943878000465, -111.88237776799969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012185072";"2499-13";"STOLEN VEHICLE";"2012-10-23 06:59:00";"2012-10-23 06:50:00";"3";"1300 E THORNTON AVE Salt lake City Utah  (40.74723374500047, -111.85286166699967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201295288";"2499-17";"STOLEN VEHICLE";"2012-06-06 15:58:00";"2012-06-06 15:58:00";"4";"400 E SEGO AVE Salt lake City Utah  (40.75497557500046, -111.87951697899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012105143";"2499-16";"STOLEN VEHICLE";"2012-06-21 22:52:00";"2012-06-21 22:52:00";"5";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012180466";"2499-14";"STOLEN VEHICLE";"2012-10-15 03:21:00";"2012-10-15 03:21:00";"2";"900 W MONTAGUE AVE Salt lake City Utah  (40.749058894000484, -111.9169491349997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012134605";"2499-15";"STOLEN VEHICLE";"2012-08-03 22:37:00";"2012-07-31 22:15:00";"3";"1200 N REDWOOD RD Salt lake City Utah  (40.79498040800047, -111.93919375499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201238378";"2499-14";"STOLEN VEHICLE";"2012-03-07 11:00:00";"2012-03-07 10:35:00";"4";"300 W PAXTON AVE Salt lake City Utah  (40.74351967500047, -111.89978872299969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201221107";"2499-14";"STOLEN VEHICLE";"2012-02-06 15:04:00";"2012-02-06 15:04:00";"2";"1400 W 800 N Salt lake City Utah  (40.75230795600049, -111.9314308329997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012190890";"2499-17";"STOLEN VEHICLE";"2012-11-02 10:07:00";"2012-11-02 10:07:00";"6";"600 N 3800 W Salt lake City Utah  (40.78230238100048, -111.98006285199972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012120363";"2499-14";"STOLEN VEHICLE";"2012-07-13 22:43:00";"2012-07-13 22:43:00";"6";"200 E 1ST AVE Salt lake City Utah  (40.77054518800048, -111.88342752799969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012102148";"2499-17";"STOLEN VEHICLE";"2012-06-17 14:11:00";"2012-06-17 14:11:00";"1";"1500 E EMERSON AVE Salt lake City Utah  (40.73713484500047, -111.84783315699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012114571";"2499-13";"STOLEN VEHICLE";"2012-07-05 10:42:00";"2012-07-05 10:42:00";"5";"2400 S DOUGLAS ST Salt lake City Utah  (40.71814287800049, -111.8549890279997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012170088";"2499-13";"STOLEN VEHICLE";"2012-09-27 19:14:00";"2012-09-26 22:00:00";"4";"1700 N EARNSHAW LN Salt lake City Utah  (40.806175347000476, -111.93823733899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201253823";"2499-13";"STOLEN VEHICLE";"2012-04-01 11:57:00";"2012-04-01 11:57:00";"1";"1200 N REDWOOD RD Salt lake City Utah  (40.79498040800047, -111.93919375499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201245546";"2499-13";"STOLEN VEHICLE";"2012-03-19 06:52:00";"2012-03-16 22:00:00";"6";"500 W 200 S Salt lake City Utah  (40.765116719000446, -111.90556798399967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201261355";"2499-17";"STOLEN VEHICLE";"2012-04-14 03:36:00";"2012-04-14 01:30:00";"7";"100 S 1000 E Salt lake City Utah  (40.76709086000045, -111.8624628659997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012212846";"2499-17";"STOLEN VEHICLE";"2012-12-13 10:38:00";"2012-12-13 10:30:00";"5";"600 N 3800 W Salt lake City Utah  (40.78230238100048, -111.98006285199972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012167456";"2499-13";"STOLEN VEHICLE";"2012-09-23 12:12:00";"2012-09-23 12:12:00";"1";"1100 N MORTON DR Salt lake City Utah  (40.79401113300048, -111.94510905399972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012157764";"2499-13";"STOLEN VEHICLE";"2012-09-07 23:50:00";"2012-09-07 23:50:00";"6";"200 S 200 W Salt lake City Utah  (40.7649210190005, -111.89686318699967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012200367";"2499-14";"STOLEN VEHICLE";"2012-11-19 11:39:00";"2012-11-19 11:39:00";"2";"2500 S 2000 E Salt lake City Utah  (40.72263465800046, -111.8343828889997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201297787";"2499-13";"STOLEN VEHICLE";"2012-06-10 14:54:00";"2012-06-10 14:54:00";"1";"00 E 300 S Salt lake City Utah  (40.762783286000456, -111.88679016899971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012168005";"2499-14";"STOLEN VEHICLE";"2012-09-24 12:14:00";"2012-09-24 12:14:00";"2";"1400 E EMERSON AVE Salt lake City Utah  (40.73718557800049, -111.85079913899972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012166692";"2408-0";"STOLEN VEHICLE";"2012-09-22 05:27:00";"2012-09-22 05:10:00";"7";"2000 S 300 W Salt lake City Utah  (40.72697699800045, -111.89975417999972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012167569";"2499-15";"STOLEN VEHICLE";"2012-09-23 15:55:00";"2012-09-23 15:55:00";"1";"2200 S 1700 E Salt lake City Utah  (40.7335626360005, -111.8277704089997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012156269";"2499-13";"STOLEN VEHICLE";"2012-09-05 17:45:00";"2012-08-26 00:00:00";"1";"1100 W DALTON AVE Salt lake City Utah  (40.74595127700047, -111.9223956459997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201275732";"2499-17";"STOLEN VEHICLE";"2012-05-06 17:17:00";"2012-05-06 17:17:00";"1";"600 E 1300 S Salt lake City Utah  (40.741646036000475, -111.87377777299969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012140637";"2499-13";"STOLEN VEHICLE";"2012-08-13 13:28:00";"2012-08-13 10:52:00";"2";"1000 W DEBONAIR DR Salt lake City Utah  (40.78888829500045, -111.9198711409997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201283044";"2499-13";"STOLEN VEHICLE";"2012-05-18 10:35:00";"2012-05-18 10:35:00";"6";"900 N BONNEVILLE BLVD Salt lake City Utah  (40.788352689000476, -111.8811304999997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012200649";"2499-13";"STOLEN VEHICLE";"2012-11-19 21:37:00";"2012-11-19 21:37:00";"2";"100 W SOUTH TEMPLE ST Salt lake City Utah  (40.769332920000465, -111.88737103299968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012137844";"2499-17";"STOLEN VEHICLE";"2012-08-09 04:47:00";"2012-08-08 15:00:00";"4";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012108183";"2499-16";"STOLEN VEHICLE";"2012-06-26 13:19:00";"2012-06-26 12:36:00";"3";"100 E EDITH AVE Salt lake City Utah  (40.742885627000476, -111.88810827799966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012150610";"2499-13";"STOLEN VEHICLE";"2012-08-28 08:21:00";"2012-08-28 07:45:00";"3";"600 N CORTEZ ST Salt lake City Utah  (40.782099848000485, -111.88729923499972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201255005";"2404-0";"STOLEN VEHICLE";"2012-04-03 12:59:00";"2012-03-29 12:59:00";"5";"900 W FOLSOM AVE Salt lake City Utah  (40.768230650000476, -111.91695758799972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20126907";"2499-17";"STOLEN VEHICLE";"2012-01-12 23:00:00";"2012-01-12 21:00:00";"5";"2900 S HIGHLAND DR Salt lake City Utah  (40.70784026300049, -111.85366802399972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201243784";"2499-16";"STOLEN VEHICLE";"2012-03-16 14:43:00";"2012-03-14 18:00:00";"4";"100 S 600 E Salt lake City Utah  (40.76708191600045, -111.87402508999969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012171159";"2499-17";"STOLEN VEHICLE";"2012-09-29 12:14:00";"2012-09-29 12:14:00";"7";"300 E 1700 S Salt lake City Utah  (40.73350660300048, -111.88239106099968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201287272";"2499-13";"STOLEN VEHICLE";"2012-05-24 20:52:00";"2012-05-24 20:52:00";"5";"1400 S FOOTHILL DR Salt lake City Utah  (40.74005064500045, -111.82594186399967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012190012";"2499-13";"STOLEN VEHICLE";"2012-10-31 21:51:00";"2012-10-31 21:51:00";"4";"300 W SOUTH TEMPLE ST Salt lake City Utah  (40.76931479400048, -111.88220546199972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012114737";"2499-14";"STOLEN VEHICLE";"2012-07-05 14:53:00";"2012-07-05 14:53:00";"5";"500 E 7TH AVE Salt lake City Utah  (40.77732580300045, -111.87442868699969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012118865";"2499-15";"STOLEN VEHICLE";"2012-07-11 19:23:00";"2012-07-11 19:23:00";"4";"1700S S TEXAS ST Salt lake City Utah  (40.73257295500048, -111.82168559499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012217";"2499-15";"STOLEN VEHICLE";"2012-01-01 07:53:00";"2012-01-01 07:53:00";"1";"1800 S 200 E Salt lake City Utah  (40.73112195600049, -111.88546318899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012204814";"2499-17";"STOLEN VEHICLE";"2012-11-28 10:23:00";"2012-11-28 10:15:00";"4";"2200 S GREEN ST Salt lake City Utah  (40.7220939340005, -111.87253406499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012145239";"2499-13";"STOLEN VEHICLE";"2012-08-20 08:07:00";"2012-08-20 08:07:00";"2";"1100 S FOOTHILL DR Salt lake City Utah  (40.745378718000495, -111.8304074619997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012192753";"2499-13";"STOLEN VEHICLE";"2012-11-05 12:19:00";"2012-11-05 12:19:00";"2";"900 E BRYAN AVE Salt lake City Utah  (40.73540639400045, -111.86521765199967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201249946";"2499-17";"STOLEN VEHICLE";"2012-03-26 07:25:00";"2012-03-26 07:25:00";"2";"200 N NEW STAR DR Salt lake City Utah  (40.774103916000456, -111.94187351699969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201289898";"2499-17";"STOLEN VEHICLE";"2012-05-29 13:42:00";"2012-05-29 13:42:00";"3";"200 W 1700 S Salt lake City Utah  (40.733529563000445, -111.89715806699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012121297";"2499-13";"STOLEN VEHICLE";"2012-07-15 06:59:00";"2012-07-15 06:59:00";"1";"1500 E MICHIGAN AVE Salt lake City Utah  (40.74774349900048, -111.84788055899969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012198079";"2499-13";"STOLEN VEHICLE";"2012-11-15 00:08:00";"2012-11-15 00:08:00";"5";"500 W 300 N Salt lake City Utah  (40.775907273000485, -111.90559956099969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012172790";"2499-17";"STOLEN VEHICLE";"2012-10-01 23:55:00";"2012-10-01 23:55:00";"2";"1800 S LAURELHURST DR Salt lake City Utah  (40.7313791090005, -111.81774430199971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012134807";"2499-13";"STOLEN VEHICLE";"2012-08-04 09:03:00";"2012-08-04 02:18:00";"7";"00 W 100 S Salt lake City Utah  (40.767176435000465, -111.92092188099969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012176010";"2499-14";"STOLEN VEHICLE";"2012-10-07 12:35:00";"2012-10-07 12:35:00";"1";"1200 W PACIFIC AVE Salt lake City Utah  (40.75958231600049, -111.92556213899968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012209598";"2408-0";"STOLEN VEHICLE";"2012-12-06 23:39:00";"2012-12-06 23:39:00";"5";"1300 S NAVAJO ST Salt lake City Utah  (40.74037412500047, -111.92949544399971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012102052";"2499-13";"STOLEN VEHICLE";"2012-06-17 09:28:00";"2012-06-17 09:00:00";"1";"1100 E MICHIGAN AVE Salt lake City Utah  (40.74765405000045, -111.85940809399972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201214908";"2499-17";"STOLEN VEHICLE";"2012-01-26 22:14:00";"2012-01-26 22:14:00";"5";"1300 S MAIN ST Salt lake City Utah  (40.7415120870005, -111.89111371099972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012147262";"2499-14";"STOLEN VEHICLE";"2012-08-23 07:42:00";"2012-08-23 07:42:00";"5";"1500 W 900 S Salt lake City Utah  (40.7502773920005, -111.9336085859997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201285790";"2499-17";"STOLEN VEHICLE";"2012-05-22 15:44:00";"2012-05-22 15:44:00";"3";"1900 S STATE ST Salt lake City Utah  (40.72857095000046, -111.88827672699966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012128151";"2499-13";"STOLEN VEHICLE";"2012-07-25 10:45:00";"2012-07-25 02:00:00";"4";"00 W APRICOT AVE Salt lake City Utah  (40.777283971000486, -111.89295860799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012140544";"2499-13";"STOLEN VEHICLE";"2012-08-13 08:30:00";"2012-08-13 03:00:00";"2";"1300 S EMERY ST Salt lake City Utah  (40.741420045000496, -111.92471648699967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012142026";"2499-17";"STOLEN VEHICLE";"2012-08-15 11:38:00";"2012-08-15 08:00:00";"4";"1500 N MORTON DR Salt lake City Utah  (40.801861432000464, -111.94717519299968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012110198";"2499-13";"STOLEN VEHICLE";"2012-06-29 09:22:00";"2012-06-29 09:22:00";"6";"1600 W SNOW QUEEN PL Salt lake City Utah  (40.73387940800046, -111.9352435779997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012187559";"2499-17";"STOLEN VEHICLE";"2012-10-27 10:24:00";"2012-10-27 10:24:00";"7";"500 N SIR ANTHONY CIR Salt lake City Utah  (40.78175946800047, -111.94091535599966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201222462";"2499-13";"STOLEN VEHICLE";"2012-02-08 21:00:00";"2012-02-08 21:00:00";"4";"00 N 300 W Salt lake City Utah  (40.76933734500045, -111.89970972099968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20128253";"2499-17";"STOLEN VEHICLE";"2012-01-14 21:51:00";"2012-01-14 21:51:00";"7";"400 W 400 N Salt lake City Utah  (40.7780794520005, -111.90264495799971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012204727";"2499-17";"STOLEN VEHICLE";"2012-11-28 08:09:00";"2012-11-27 18:00:00";"3";"900 S STATE ST Salt lake City Utah  (40.749691518000475, -111.88826244499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012181196";"2499-14";"STOLEN VEHICLE";"2012-10-16 12:51:00";"2012-10-16 12:51:00";"3";"2200 S PRESTON ST Salt lake City Utah  (40.723050153000486, -111.83577238699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201269806";"2499-17";"STOLEN VEHICLE";"2012-04-27 08:57:00";"2012-04-27 08:57:00";"6";"2300 S GREEN ST Salt lake City Utah  (40.7205020720005, -111.8725584709997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012121420";"2499-13";"STOLEN VEHICLE";"2012-07-15 12:58:00";"2012-07-15 12:58:00";"1";"800 E ZENITH AVE Salt lake City Utah  (40.70760921600049, -111.86688907199971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012150660";"2404-0";"STOLEN VEHICLE";"2012-08-28 09:25:00";"2012-08-28 04:00:00";"3";"200 S MONTGOMERY ST Salt lake City Utah  (40.76437267600045, -111.93605600499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201228944";"2499-14";"STOLEN VEHICLE";"2012-02-20 00:39:00";"2012-02-20 00:39:00";"2";"1100 W 300 S Salt lake City Utah  (40.76284206000048, -111.9226654899997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012188266";"2404-0";"STOLEN VEHICLE";"2012-10-28 17:51:00";"2012-10-27 22:00:00";"7";"2300 S GREEN ST Salt lake City Utah  (40.7205020720005, -111.8725584709997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012100534";"2499-16";"STOLEN VEHICLE";"2012-06-14 23:52:00";"2012-06-14 23:52:00";"5";"500 N GRANT ST Salt lake City Utah  (40.78029018800049, -111.91251207499971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201269883";"2499-17";"STOLEN VEHICLE";"2012-04-27 15:10:00";"2012-04-25 21:00:00";"4";"100 N CANYON RD Salt lake City Utah  (40.77176190400047, -111.88709295899969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012113198";"2499-13";"STOLEN VEHICLE";"2012-07-03 16:23:00";"2012-07-03 16:23:00";"3";"500 E 400 S Salt lake City Utah  (40.76052438300047, -111.87666063999967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012196560";"2499-13";"STOLEN VEHICLE";"2012-11-12 08:17:00";"2012-11-12 01:00:00";"2";"100 W 500 S Salt lake City Utah  (40.75851027200048, -111.89406707599971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012122188";"2499-13";"STOLEN VEHICLE";"2012-07-16 18:54:00";"2012-07-16 17:00:00";"2";"400 E 100 S Salt lake City Utah  (40.76718852300047, -111.90313079099968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201283362";"2499-13";"STOLEN VEHICLE";"2012-05-18 20:03:00";"2012-05-18 20:03:00";"6";"1500 S FOOTHILL DR Salt lake City Utah  (40.73738936300049, -111.82365445799968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012137312";"2404-34";"STOLEN VEHICLE";"2012-08-08 11:13:00";"2012-08-05 08:00:00";"1";"2500 S ELIZABETH ST Salt lake City Utah  (40.71723410700048, -111.85810248699971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012177058";"2404-44";"STOLEN VEHICLE";"2012-10-09 11:53:00";"2012-10-09 08:30:00";"3";"1100 S 900 E Salt lake City Utah  (40.74510725400046, -111.86536309199971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012146888";"2499-14";"STOLEN VEHICLE";"2012-08-22 16:39:00";"2012-08-22 16:39:00";"4";"1400 E 2100 S Salt lake City Utah  (40.72583603200047, -111.8507281039997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201272650";"2499-16";"STOLEN VEHICLE";"2012-05-01 19:56:00";"2012-05-01 19:56:00";"3";"200 N CENTER ST Salt lake City Utah  (40.77425798900049, -111.89122019099972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
